Observation,Energy
50102,55.43761152662991
50103,68.11530233792995
50104,126.78196858317985
50105,87.2513104522739
50106,63.70210175803314
50107,61.523913252508386
50108,162.75073927627656
50109,62.905805489756276
50110,44.07292089035332
50111,41.76726549231793
50112,181.65390152306787
50113,73.53009608083933
50114,67.63472287771161
50115,54.862249301475195
50116,47.578153244382236
50117,69.05438584852958
50118,84.65435581588588
50119,213.00522918563837
50120,111.05746040204423
50121,219.7372952423114
50122,73.10381253510046
50123,77.08673782168643
50124,57.986584457589736
50125,46.83834590610964
50126,181.5288611005258
50127,90.17917254355734
50128,45.376277794172175
50129,74.56259060258097
50130,73.45396615914169
50131,171.4130863668552
50132,53.53928708135166
50133,52.83670805321893
50134,184.77518219725516
50135,55.575186600659066
50136,234.96142060614977
50137,372.995960504427
50138,67.34091672088076
50139,67.78165742157455
50140,32.88408476157056
50141,601.5397497187538
50142,269.06238480577275
50143,76.01199426000022
50144,28.802882427422134
50145,98.73681530854567
50146,67.66993670418195
50147,56.94450176209853
50148,81.14816657571808
50149,89.79752151389069
50150,121.1939960073426
50151,229.7334389285215
50152,56.460448332471955
50153,82.74646154718899
50154,49.389814339648744
50155,64.25725761840431
50156,70.8266982903113
50157,126.2789357756491
50158,82.42601850281989
50159,49.45749188788831
50160,84.54563101108023
50161,71.22336422563858
50162,55.51111885928513
50163,78.71176049273231
50164,98.73473937701806
50165,179.1822449652405
50166,94.42562779810959
50167,132.72513807968352
50168,135.58230824806216
50169,51.29484832488801
50170,90.0597263539259
50171,104.51908692978564
50172,60.836212076724365
50173,23.55342529872151
50174,52.31095846095622
50175,79.63804621945353
50176,125.83758119578191
50177,69.62879065503705
50178,63.86151019396633
50179,52.749203250021665
50180,47.56458438006534
50181,215.14095345354102
50182,71.4959898026588
50183,33.05534694273303
50184,60.672005339594335
50185,48.82371980555439
50186,118.0735881840303
50187,189.46362995750505
50188,38.977029030199056
50189,78.70591494837295
50190,121.97264649578905
50191,150.5307778759017
50192,45.10770079415558
50193,69.23086646577872
50194,102.13009834121637
50195,50.97924022296186
50196,30.631432741308327
50197,47.68528914800577
50198,134.04590887036593
50199,61.291789544125336
50200,242.28015350989716
50201,59.667233675202866
50202,39.704499436646365
50203,471.832361504403
50204,44.12539818330326
50205,85.58962600429794
50206,114.21603547559998
50207,52.428844123784614
50208,130.06808954844445
50209,146.79803611529024
50210,88.09204494181986
50211,60.457046618665295
50212,46.93157199617364
50213,370.8222905003709
50214,56.734976215160124
50215,148.98327390557841
50216,36.74176535554227
50217,55.0981522067866
50218,67.95738843483585
50219,113.21617240670376
50220,40.25165954779332
50221,86.14043408974813
50222,58.63380821757439
50223,20.55988323651899
50224,135.40307671232927
50225,63.62406389944739
50226,78.6800698412744
50227,116.0659028505869
50228,68.99461896976703
50229,55.90867335119345
50230,196.36875745137294
50231,500.95579211076154
50232,365.90051489342926
50233,60.40500081805501
50234,131.57822121349454
50235,148.07995538886237
50236,91.95409752541057
50237,73.66776630964718
50238,70.65564929458421
50239,47.70786637409893
50240,77.05301581587979
50241,41.961083964973646
50242,45.696952931370724
50243,50.443129234294865
50244,55.874883256819054
50245,72.57165660571951
50246,212.75631727147504
50247,81.4103789456325
50248,92.27216599157084
50249,261.6919408465681
50250,126.40852150363328
50251,38.15167990217245
50252,55.794220642714926
50253,76.19750251393437
50254,43.1261590408344
50255,66.07986670283351
50256,55.59614539576301
50257,30.394862913365028
50258,350.2903847992245
50259,81.3341533805228
50260,147.31005959772006
50261,117.61247029866892
50262,37.30264939257084
50263,58.80717069842741
50264,102.57260221244975
50265,15.494249332198196
50266,44.79810127160084
50267,42.005422520008416
50268,96.6391852074319
50269,71.2316705686068
50270,150.02764742443972
50271,138.78091742148607
50272,137.0476108061679
50273,184.38934670311428
50274,37.22451683635138
50275,51.6171523588921
50276,84.79617615161469
50277,318.41813934512163
50278,63.84652940716052
50279,65.94449307765285
50280,39.96552515676223
50281,1.000207405068446
50282,60.70414267850135
50283,177.13946040042086
50284,74.12769883940386
50285,65.37788730393636
50286,96.09080178116781
50287,49.55173948630652
50288,113.12395374102337
50289,55.77861886577308
50290,50.39919068796901
50291,54.898081849400334
50292,39.13809551183063
50293,31.97198955698612
50294,33.07966015316555
50295,117.4500307050538
50296,57.1112494318045
50297,202.79792941356243
50298,56.1878048154719
50299,39.366682512562
50300,133.71395553271364
50301,36.93780639648426
50302,122.91055464443507
50303,80.43234977273912
50304,259.07796193015173
50305,48.345280159460756
50306,112.76792203117012
50307,36.36086375435873
50308,60.13058843045002
50309,81.71967643211494
50310,26.63953281601379
50311,175.52010694382528
50312,60.585496127659376
50313,100.61345523745634
50314,87.75167696643096
50315,41.65951610437416
50316,84.94832152000174
50317,42.157251308875324
50318,55.09449949065034
50319,73.15552839826157
50320,44.89386349681546
50321,53.99459261838849
50322,214.71787870597672
50323,51.6796551474677
50324,60.46873797876022
50325,92.50840828907435
50326,82.71035642813803
50327,116.65428546503995
50328,74.22911473278025
50329,57.231258924181404
50330,75.63150862790813
50331,56.83423425833025
50332,95.40151947076687
50333,66.56373958450729
50334,53.16897333660536
50335,238.7121007808372
50336,64.11243308111841
50337,106.63630360615969
50338,59.00718553248256
50339,34.10533757931764
50340,71.86244334773684
50341,35.46215072481323
50342,58.82422921774591
50343,49.776142513444945
50344,79.82183215350682
50345,40.322027834804274
50346,228.27223563517478
50347,49.042722462946166
50348,71.3245597037284
50349,58.97379077608973
50350,81.40746229342555
50351,36.97677877998027
50352,70.45980207464238
50353,284.8624996421724
50354,41.332355773444206
50355,48.28848734196587
50356,92.80764348878051
50357,388.5314965839429
50358,60.234771619472035
50359,48.92744609638083
50360,89.95662979096413
50361,122.23614192559148
50362,129.28127855225546
50363,43.83846449590687
50364,157.45072536955544
50365,33.32215618157974
50366,45.684293991549275
50367,129.2673543063965
50368,295.6895414443783
50369,45.70747296005295
50370,97.16484233359624
50371,482.1000202557362
50372,46.96304385209783
50373,196.9810783246954
50374,84.33536325463223
50375,378.0859588747938
50376,77.78549462149482
50377,105.5674629047315
50378,98.87171197584685
50379,64.97225127073602
50380,296.09749272266737
50381,108.17581408747975
50382,76.1261955724949
50383,22.99043910283392
50384,55.13467949724889
50385,57.567653738960864
50386,72.08850976019917
50387,76.45053529288113
50388,53.28879749284325
50389,24.59587197998185
50390,65.8544181131217
50391,121.01613507495497
50392,77.03374289191775
50393,50.997940851298196
50394,84.39446183668078
50395,143.8598238993621
50396,57.160624698017905
50397,61.88729558103819
50398,97.41315698963962
50399,105.79813779783946
50400,62.18979804163109
50401,55.570892097846865
50402,43.97594511547344
50403,67.26500893494068
50404,69.50826024442539
50405,37.492862667299306
50406,109.18003837566688
50407,60.29304422082612
50408,144.3764584955373
50409,164.79646856210513
50410,224.70671844915157
50411,53.64314884650927
50412,94.12566582177266
50413,67.79214338686934
50414,93.37970276484556
50415,151.04627638932342
50416,52.65298801368972
50417,65.5090034334647
50418,80.79771800151742
50419,32.38905094178875
50420,121.12558421228181
50421,97.77249551087387
50422,60.476983621089374
50423,52.05759396010217
50424,82.17397323383754
50425,332.96372878394976
50426,64.0922881276237
50427,54.44646386961775
50428,105.21522940792181
50429,102.43158358520027
50430,169.27884500217502
50431,44.63248854124075
50432,54.16624460375937
50433,21.28215326259994
50434,30.128868626960777
50435,49.04834974811727
50436,57.12335817103748
50437,59.347312104950916
50438,128.5389160882186
50439,211.5283091728677
50440,74.5493983271112
50441,61.75668758271014
50442,40.11780359206636
50443,31.51620334695
50444,84.0323319089706
50445,442.1366296337741
50446,52.32199988900197
50447,22.685094229533426
50448,45.81549929863024
50449,55.10121753060142
50450,84.43976429706912
50451,237.73823043392892
50452,22.895395990507936
50453,56.753646103022916
50454,62.0597648037936
50455,47.953840426675626
50456,54.32813569265926
50457,48.7454450223306
50458,54.23361652565589
50459,97.94313146197288
50460,80.32859765878364
50461,49.202489441657384
50462,253.8511343411285
50463,49.285416210068696
50464,134.95350359237804
50465,31.130747594751597
50466,81.9411004379677
50467,178.66504666677403
50468,203.08306694065536
50469,67.49909264788828
50470,91.34427093100253
50471,85.8488362528432
50472,52.35919698758939
50473,85.99860222785287
50474,98.41775896196151
50475,49.367055590037026
50476,58.622688611297995
50477,54.183169299095695
50478,55.19739272322015
50479,72.44219533197766
50480,60.336974457858474
50481,55.31851944968468
50482,142.895975845084
50483,34.48807982078008
50484,58.4411327907605
50485,330.5993508613601
50486,56.3487592146214
50487,44.88643486041912
50488,99.3190748228416
50489,515.6711290263152
50490,57.44348526204181
50491,147.457912513693
50492,168.89471088479624
50493,59.8208770172736
50494,59.68635638091498
50495,47.36836338486919
50496,56.2918985178007
50497,54.36024479766785
50498,95.75614945453277
50499,111.65200092289648
50500,47.99180880953278
50501,65.54470356234658
50502,40.726518565069384
50503,52.523784746081496
50504,41.57559129631279
50505,34.22135553047436
50506,60.90953677349959
50507,44.9095210461935
50508,48.438134274373176
50509,67.50651763641163
50510,67.63264271032742
50511,78.73055583302035
50512,44.55521384564735
50513,45.63525264510996
50514,44.060379326031
50515,102.33164318034858
50516,101.56950355037621
50517,94.84536172440927
50518,61.83718383352839
50519,163.95310437496883
50520,170.55753516739895
50521,31.3247711841868
50522,41.859602116466
50523,97.41966051745293
50524,39.373573547243794
50525,88.61656988268706
50526,85.93174077869256
50527,52.65264752357776
50528,61.20011899544913
50529,125.22638511030735
50530,31.08895060738172
50531,64.24461379877808
50532,200.9195641629072
50533,46.55165510145624
50534,53.21497659122508
50535,117.6530759570833
50536,64.40380723765186
50537,45.42214588422338
50538,101.45975785693855
50539,199.02927763156455
50540,40.04601924247988
50541,55.120983920308355
50542,86.64389500821727
50543,55.29301013870404
50544,68.68645816149737
50545,118.599991093902
50546,52.67096104630719
50547,132.06980934889765
50548,57.74722288345204
50549,65.9396372631312
50550,40.75315257873479
50551,44.670359399983326
50552,114.80338734057476
50553,190.05734113576028
50554,53.14751368549817
50555,53.72078800817263
50556,84.4585982258487
50557,37.8377143535109
50558,243.54051609651597
50559,102.04056471928062
50560,157.1829674925132
50561,404.08581549987684
50562,89.3017117154427
50563,39.37557640151234
50564,50.04143646136063
50565,72.00265922479599
50566,610.2352593259341
50567,117.73350099898306
50568,55.66085591707294
50569,25.9845616689127
50570,62.57272413153421
50571,252.7976912467596
50572,216.5449574838405
50573,47.11976523010829
50574,67.31724724298292
50575,58.03942315999877
50576,62.78514162747611
50577,35.00041659692162
50578,68.84602938198834
50579,150.71729905132327
50580,84.16768693981606
50581,60.48463376553704
50582,39.74961876257652
50583,60.5769901264783
50584,76.44593877446493
50585,78.30589653778243
50586,84.0774265423286
50587,81.33214117989854
50588,49.35025559199093
50589,166.96213642842298
50590,51.21647294082179
50591,136.10986701829984
50592,82.99617613105463
50593,61.81038667229903
50594,67.30624772023246
50595,64.19137272192737
50596,77.00929880740895
50597,110.03569531853529
50598,96.64580567493888
50599,94.30465777168033
50600,54.998115408943086
50601,51.90091529945263
50602,280.90756125084323
50603,29.44077470856283
50604,91.18880052467608
50605,96.95355124596003
50606,30.888353945317377
50607,68.51262166582275
50608,72.351181254696
50609,50.88560516526969
50610,44.04673698569776
50611,43.72108017944501
50612,48.779167358479135
50613,77.630451010104
50614,49.182796126946776
50615,36.2957611011887
50616,83.30936337189945
50617,89.78133703794492
50618,46.39687655016381
50619,49.92550517075681
50620,62.283924964469065
50621,119.2219377138069
50622,199.79885059135492
50623,69.01741822121103
50624,78.5370523026651
50625,95.64795354624334
50626,101.21496566100936
50627,81.85078102448715
50628,80.78301797705808
50629,162.0784840079794
50630,53.21472131901572
50631,423.9400508934587
50632,82.84544630272701
50633,84.71215731309408
50634,320.8668856064356
50635,132.6350790098866
50636,272.9441282370423
50637,61.10188517792862
50638,69.3859863836201
50639,50.59973566783537
50640,81.7285679842728
50641,58.420435513382486
50642,47.60055243552242
50643,72.71376719670488
50644,55.658410531992196
50645,95.63228450835972
50646,174.33481223447913
50647,82.52934688617205
50648,58.65917414369465
50649,48.08737209623368
50650,86.42087483813059
50651,69.22873359534368
50652,39.227807046517604
50653,70.17928060089218
50654,58.218583807544555
50655,73.0380131355651
50656,53.47400758120774
50657,193.25914873615432
50658,100.8936732250194
50659,120.74113171846174
50660,122.79012908740842
50661,44.734065588006985
50662,27.943750183528742
50663,32.725545915057666
50664,71.64703795164405
50665,48.072109411803
50666,64.04659914217243
50667,29.7952221512939
50668,46.80828065258242
50669,193.96948829961406
50670,245.52237254442034
50671,41.19274825492864
50672,72.25715403768832
50673,53.53322565616159
50674,46.78888588224733
50675,73.70173922805216
50676,35.36249983551374
50677,92.49610751776177
50678,112.7937222557816
50679,89.571524763344
50680,87.90660272154732
50681,110.42438153981944
50682,29.949257449932276
50683,68.1237942811088
50684,71.10187358301076
50685,115.85796938938196
50686,61.703758359388445
50687,150.90262684611406
50688,60.697841053156516
50689,43.408149415000544
50690,38.154159591825646
50691,37.98766503916444
50692,250.58624284977753
50693,55.50900498608494
50694,51.31688951743196
50695,311.4484026633352
50696,35.572178942051714
50697,125.89935925398419
50698,105.11743511393335
50699,107.47097766397201
50700,44.491492985538905
50701,98.0241852013151
50702,256.6480014182252
50703,13.656973658114326
50704,31.983836174491444
50705,37.854813739117446
50706,45.59454255645698
50707,30.38223968596477
50708,147.94957582261492
50709,31.436568934576318
50710,42.04049214319052
50711,108.76426368767017
50712,32.19507452887965
50713,35.74080558062731
50714,116.15899843576153
50715,94.40816289396089
50716,42.1432078244095
50717,52.25461969997806
50718,140.6028600763631
50719,43.738160697159984
50720,66.6924817914803
50721,50.93965358829538
50722,127.84104570473313
50723,56.80092972061946
50724,11.382997598255102
50725,133.25119864210862
50726,47.118486825734806
50727,58.47098291351585
50728,273.9660590060036
50729,39.833581645912254
50730,236.34481866158703
50731,212.51014317238716
50732,93.62453805224995
50733,56.93396251751868
50734,374.5702877408505
50735,123.630084624762
50736,229.5046345600162
50737,79.08793058491584
50738,123.54410985465537
50739,30.99327367170382
50740,49.66857323825794
50741,62.13035862411988
50742,120.85753218283801
50743,173.37784061175438
50744,41.28975687390039
50745,21.036334482339903
50746,179.18746856083473
50747,53.41846583120377
50748,197.24241424795377
50749,48.48837111352083
50750,120.71635782763498
50751,48.09756687178592
50752,129.2301167553342
50753,97.87168080163838
50754,46.1705206376593
50755,55.844384242836234
50756,67.81735325787626
50757,39.69071601693996
50758,40.20345039997963
50759,69.72019788382464
50760,47.26763436761714
50761,72.1956382401235
50762,36.062899021167034
50763,40.37347003256823
50764,55.07692808178868
50765,39.02823583197438
50766,53.78869091916454
50767,69.79012505528115
50768,43.120013928217865
50769,51.76667904135719
50770,56.804543853829216
50771,55.054641734832195
50772,81.7049315547775
50773,35.3542711326767
50774,115.15333197194734
50775,47.730943821676405
50776,151.12154930687615
50777,99.48732093527451
50778,234.5383547613092
50779,341.64860637561196
50780,49.47784410840915
50781,44.04053567834291
50782,24.36415182068079
50783,120.8126907895341
50784,201.37986052179613
50785,98.32169175546042
50786,44.05410550139509
50787,54.52935076596353
50788,145.12199595213409
50789,45.88393302487122
50790,48.781997140214415
50791,67.34847643351654
50792,41.53656203918817
50793,48.049773944406475
50794,59.76342186141621
50795,40.927974752039184
50796,71.28674762196688
50797,54.323314077367776
50798,232.04375564180324
50799,195.25302702352357
50800,101.06954563764928
50801,451.3498148541669
50802,91.2614928196062
50803,71.37386703152316
50804,104.96315097955964
50805,226.74556320199756
50806,52.65590964218111
50807,78.64475082292694
50808,103.42667869047699
50809,52.988238189970104
50810,87.14757019569622
50811,47.22613615297552
50812,170.1640549694026
50813,133.43410380789197
50814,368.35359397369007
50815,47.10486164822151
50816,44.12758663964673
50817,86.34543709053554
50818,97.86279897735211
50819,62.64925550367286
50820,111.77341715196238
50821,41.02144339777036
50822,130.33361199557748
50823,54.04255349718327
50824,309.43573213172346
50825,68.63493493639669
50826,42.21914849700754
50827,110.3516208325406
50828,52.97690438833478
50829,46.57325002887505
50830,56.517676477807925
50831,77.71954562835556
50832,124.57099241694635
50833,60.35867679188757
50834,53.11365147020487
50835,57.80110743848433
50836,44.269140447358
50837,189.18685484243022
50838,60.186446152340736
50839,48.959692721337476
50840,56.856368347400874
50841,101.92449015914796
50842,42.211042197943904
50843,133.48525306557542
50844,63.970378538246166
50845,54.42434556201225
50846,34.93649835395606
50847,99.94420751151995
50848,74.05161251433759
50849,45.85664182702527
50850,34.54127649593783
50851,38.85946668992149
50852,82.21082856122429
50853,34.586272147781315
50854,53.1407845280889
50855,64.78644018492346
50856,97.09006726279881
50857,79.09655405376324
50858,56.8010837994432
50859,50.00108151387877
50860,41.693430504580206
50861,73.60856556683068
50862,53.87338485434569
50863,124.935178121246
50864,84.59858933723176
50865,236.92850028283237
50866,58.97922121634674
50867,30.432316680750475
50868,193.05533372568783
50869,71.00037959256237
50870,30.001930721274782
50871,80.93897435720336
50872,53.61728306761821
50873,190.476727925085
50874,50.80567949436242
50875,85.94672564793808
50876,364.48821575356095
50877,103.78483891881638
50878,150.56079154613138
50879,104.89040165369585
50880,137.4521035479248
50881,113.93335873444356
50882,329.3617205052798
50883,111.33384206532767
50884,65.66447211489387
50885,122.87500271161785
50886,255.00665194107776
50887,91.8572502844338
50888,33.89735363874335
50889,299.93886481009196
50890,69.43154952520827
50891,37.91067757688431
50892,43.45706637863023
50893,74.54948575064623
50894,49.480930412572945
50895,66.08889798649241
50896,65.84098814433258
50897,65.30264476335921
50898,54.099989641886324
50899,40.101551083566235
50900,183.3795230045225
50901,52.53109664841624
50902,120.07406899911045
50903,42.166611823739444
50904,54.256940069985646
50905,59.46689717505055
50906,37.16515188385023
50907,59.282104407988996
50908,71.65208361666241
50909,74.17095224552739
50910,207.57633746343998
50911,82.1939812603138
50912,34.33262288550408
50913,78.26824800585223
50914,170.32672962194627
50915,62.07244389248128
50916,64.0578210094301
50917,148.21727672266525
50918,54.7412684581031
50919,93.70955052083862
50920,56.82669494966805
50921,225.2155896760091
50922,243.96709880545708
50923,112.4840439831278
50924,91.61044764719487
50925,100.72452515324505
50926,182.51274973937964
50927,67.6678218885047
50928,74.75226282548954
50929,53.23350567714578
50930,56.736648461694045
50931,50.776823842086785
50932,96.50276315411504
50933,47.684122682368596
50934,103.82996126138143
50935,136.74208866659117
50936,40.426212598692786
50937,65.06484549910775
50938,131.02418911847752
50939,36.09759353748812
50940,64.17596774830012
50941,20.72167724455495
50942,69.68154857093974
50943,47.72784963931048
50944,170.20549686298
50945,46.09326332601779
50946,47.61329055360544
50947,59.5977848397227
50948,47.69604742288286
50949,52.83815103364617
50950,62.93754781231205
50951,45.68730550630445
50952,49.330134925716756
50953,79.47949687885593
50954,42.42809312223041
50955,116.4587829930602
50956,78.02645215616374
50957,53.81755737658486
50958,160.45168952491375
50959,54.2951756484723
50960,327.67632532423465
50961,38.00614040862374
50962,103.61465692580302
50963,42.56401482374158
50964,181.53402226988803
50965,39.732694956092644
50966,83.24871327903577
50967,170.08927209070242
50968,96.68254679255882
50969,66.32110169214901
50970,185.17145317035303
50971,63.84152822453898
50972,50.26494241127361
50973,35.10314063362368
50974,191.82197303449692
50975,90.12354135439679
50976,50.70769800401954
50977,28.589828331775927
50978,59.55665221908131
50979,48.472059189548276
50980,49.44086326510281
50981,37.248974458611926
50982,72.2856558332519
50983,427.83687540671025
50984,162.17097268157633
50985,80.65018872268037
50986,129.34812308848998
50987,58.10258385517616
50988,87.61983103191011
50989,239.32845555497883
50990,49.52991991856504
50991,63.176314031718604
50992,52.432227828565004
50993,89.83471596432945
50994,39.99975942098169
50995,48.58983798200961
50996,57.18027131972239
50997,139.49350646005297
50998,42.42103265123488
50999,127.43953304919764
51000,39.69758336420227
51001,94.02834694052312
51002,96.6006520384964
51003,48.179378818486526
51004,46.04563066482752
51005,166.7435499027855
51006,49.23354452174194
51007,61.813696758408554
51008,71.83693614389355
51009,52.19870143334999
51010,394.18624653759866
51011,60.29097068804122
51012,54.011885541907404
51013,86.38337085936054
51014,105.95643135880802
51015,83.85906833516174
51016,119.68535934402084
51017,38.44014381417519
51018,54.38180354550214
51019,67.1957444703372
51020,43.728106668062914
51021,45.98907876362822
51022,238.33593250678592
51023,38.49960004702268
51024,124.68276151961676
51025,43.02610372935838
51026,141.22355868074186
51027,71.6538453088212
51028,59.38301535503059
51029,53.148566737897085
51030,118.71675604959742
51031,61.42011393143084
51032,108.23598817144139
51033,33.11458438450231
51034,228.53552289675721
51035,52.36163165317493
51036,37.99406099837205
51037,212.61499180434782
51038,34.63115342286879
51039,163.22631621903662
51040,145.3763501456948
51041,28.04961550060037
51042,41.67465994223753
51043,50.110920062023965
51044,67.580445319576
51045,140.88079785576082
51046,43.32912349201452
51047,91.17510005706585
51048,270.8832746262699
51049,54.462108383892705
51050,37.87517166364923
51051,90.1751683328661
51052,181.75082818954363
51053,48.00583475516552
51054,62.27345126822915
51055,63.54837065404989
51056,65.36755373487885
51057,72.01339369957864
51058,114.61321807476001
51059,64.58576327033241
51060,103.93605134193065
51061,52.99059719938391
51062,386.6271339117245
51063,82.28994134197521
51064,108.51477417522965
51065,90.80867524462789
51066,91.175374999091
51067,117.26009581842575
51068,50.71063284804785
51069,184.16284774107973
51070,63.751196802659436
51071,223.05633979930846
51072,107.46276879780774
51073,97.10740185938002
51074,42.482834998001714
51075,34.1893416961458
51076,124.92462165372513
51077,262.84213192063345
51078,53.900144577266445
51079,80.68782468528295
51080,63.11825353600009
51081,108.66486324909242
51082,128.49330195911037
51083,70.635366854406
51084,55.93400072479956
51085,218.6670136398093
51086,48.801320450767044
51087,63.19074286051671
51088,117.02658842804566
51089,146.74124411920425
51090,68.70770427637935
51091,86.88474219634573
51092,421.1637155623898
51093,189.4879311902499
51094,50.42851607371115
51095,370.9018417680479
51096,167.37684926976004
51097,196.8832020304648
51098,56.27902934973012
51099,40.462955786923885
51100,66.38719552774552
51101,42.46110224984581
51102,65.12294293392124
51103,105.62346947982797
51104,46.177310840227115
51105,41.700308706598484
51106,97.26314751826693
51107,84.86858578266745
51108,59.29754487928892
51109,53.62148315156705
51110,103.94831385351702
51111,103.47786041688379
51112,66.53287389907965
51113,87.98926092960622
51114,74.99258050936695
51115,74.77883256753775
51116,103.88175285901052
51117,85.56397354269771
51118,44.77284155044821
51119,56.77468174560471
51120,55.4810658911292
51121,50.38804643022262
51122,98.17451157855332
51123,79.81299966552805
51124,28.12837600962774
51125,49.28735328004665
51126,87.19564686546903
51127,81.07122128447601
51128,105.81315193585925
51129,79.70792378119135
51130,68.09388597705404
51131,254.5808046889167
51132,233.4612709578409
51133,53.17019136364542
51134,228.94837254475127
51135,75.31406389094899
51136,160.8458609084507
51137,93.85194488426954
51138,120.59663408431693
51139,156.4386172762893
51140,67.54226378933816
51141,96.19782557493845
51142,49.656444130677535
51143,386.05869742703254
51144,109.96978107014515
51145,77.55451525287619
51146,38.94663688366936
51147,370.64946808673267
51148,50.299754319178476
51149,45.03080203316685
51150,183.98023604199307
51151,105.82213949310851
51152,49.45310533617651
51153,58.77195093449994
51154,37.53520425711391
51155,67.37548673557353
51156,43.53479715879357
51157,164.16764332299815
51158,131.76619959021096
51159,66.69267961262098
51160,90.92913191318098
51161,235.22093582687526
51162,63.05341079205538
51163,50.023797150138044
51164,51.34409872108738
51165,64.9696325950427
51166,44.445488932795534
51167,50.03084162885184
51168,71.55139788465686
51169,41.51257943375977
51170,156.42268204119665
51171,70.694387955777
51172,78.39190731965343
51173,70.29266456990331
51174,123.99677180919569
51175,81.38832153829964
51176,41.4042813329649
51177,106.51748562561598
51178,143.5850072919256
51179,59.76458884633456
51180,11.731919581100746
51181,220.51012387407022
51182,48.86109671253031
51183,53.85899482579091
51184,36.134317467041924
51185,116.91059963564605
51186,88.14700527840263
51187,58.803944212118175
51188,131.71603436251488
51189,64.81369685601962
51190,39.74717169982694
51191,157.66214784977998
51192,93.4160846981498
51193,79.12976755489464
51194,51.93659400546348
51195,39.58912071632648
51196,54.34775911428345
51197,38.46134567441245
51198,161.74396187789043
51199,19.795836648551028
51200,334.9086695997904
51201,43.20010363468529
51202,44.97858112733971
51203,147.24928261818064
51204,91.26608335135042
51205,59.6803830214116
51206,86.36051718242547
51207,62.09841564690421
51208,39.39905127895473
51209,136.21815963674905
51210,131.15898377457364
51211,138.05269748679862
51212,47.69919694888106
51213,63.30132935737527
51214,69.55481303920165
51215,45.51899625842723
51216,50.0367307075376
51217,106.80539852390723
51218,439.0980165042899
51219,77.10736177667154
51220,58.468546577439476
51221,59.88393179630066
51222,66.09807234871604
51223,39.16171556024901
51224,55.825422202661585
51225,56.540413325247684
51226,46.11286804016069
51227,58.89628704602887
51228,69.12179511188509
51229,56.29690498682925
51230,55.87654475931059
51231,48.53548125438378
51232,124.21736753557046
51233,85.1452708318897
51234,128.73160043838809
51235,38.48003180384857
51236,53.70423264861125
51237,51.194834007488495
51238,111.22813165045685
51239,42.53117724363165
51240,55.42293937367229
51241,85.15730156094288
51242,10.844634594900263
51243,66.2247608988818
51244,69.52055078553576
51245,45.660078662206416
51246,41.27586827142358
51247,282.4232986674398
51248,32.53670642286357
51249,43.07584465393853
51250,38.001500965837856
51251,42.81455989174974
51252,49.89591963166348
51253,49.66292262333969
51254,92.06299799922523
51255,70.49109219916889
51256,67.30536278457973
51257,102.29819248588183
51258,61.04432824692302
51259,60.458112149101495
51260,53.91119934538092
51261,88.25414730029678
51262,120.64415672120732
51263,49.23996504357557
51264,67.99572734719519
51265,40.54320431872093
51266,468.44890662400377
51267,99.38653915748459
51268,57.23323115906793
51269,209.53085664852267
51270,34.09601014677553
51271,47.06088156066979
51272,105.70173516670162
51273,98.3952001631608
